product_name,client_name,date,month_num,month_name,week_of_month,quantity,cost_price,sale_price,total_order,profit,payment,debt
Product_05,Client_145,2025-05-10,5,May,2,1,15.78,27.5,27.5,11.72,27.5,0.0
Product_10,Client_022,2025-12-05,12,December,1,4,7.74,13.87,55.48,24.52,55.48,0.0
Product_08,Client_031,2025-11-10,11,November,2,4,23.69,42.16,168.64,73.88,168.64,0.0
Product_18,Client_196,2025-05-29,5,May,5,3,23.93,37.6,112.8,41.01,0.0,112.8
Product_14,Client_156,2025-12-02,12,December,1,6,13.3,21.8,130.8,51.0,130.8,0.0
Product_20,Client_159,2025-02-15,2,February,3,4,5.48,8.22,32.88,10.96,0.0,32.88
Product_08,Client_199,2025-08-03,8,August,1,3,21.36,34.83,104.49,40.41,104.49,0.0
Product_17,Client_098,2025-04-07,4,April,1,3,21.19,31.32,93.96,30.39,93.96,0.0
Product_15,Client_114,2025-11-02,11,November,1,6,17.76,23.03,138.18,31.62,103.64,34.54
Product_10,Client_151,2025-01-22,1,January,4,4,4.12,7.82,31.28,14.8,31.28,0.0
Product_14,Client_079,2025-06-21,6,June,3,3,13.61,20.6,61.8,20.97,61.8,0.0
Product_19,Client_159,2025-02-14,2,February,2,2,25.12,35.22,70.44,20.2,70.44,0.0
Product_02,Client_157,2025-04-27,4,April,4,5,11.56,17.05,85.25,27.45,0.0,85.25
Product_24,Client_026,2025-03-21,3,March,3,3,12.74,13.3,39.9,1.68,29.92,9.98
Product_25,Client_054,2025-09-30,9,September,5,4,17.13,19.15,76.6,8.08,19.15,57.45
Product_21,Client_055,2025-11-17,11,November,3,6,9.78,12.05,72.3,13.62,72.3,0.0
Product_09,Client_170,2025-06-22,6,June,4,4,25.81,43.96,175.84,72.6,175.84,0.0
Product_03,Client_041,2025-10-21,10,October,3,4,10.26,11.08,44.32,3.28,22.16,22.16
Product_08,Client_045,2025-08-23,8,August,4,4,23.18,36.58,146.32,53.6,146.32,0.0
Product_18,Client_020,2025-06-10,6,June,2,3,21.03,30.06,90.18,27.09,67.64,22.54
Product_06,Client_001,2025-07-18,7,July,3,4,16.68,30.95,123.8,57.08,123.8,0.0
Product_14,Client_116,2025-08-29,8,August,5,4,15.96,24.32,97.28,33.44,72.96,24.32
Product_23,Client_153,2025-03-23,3,March,4,4,11.94,20.3,81.2,33.44,81.2,0.0
Product_16,Client_075,2025-12-20,12,December,3,3,17.04,18.8,56.4,5.28,56.4,0.0
Product_02,Client_060,2025-02-16,2,February,3,5,11.47,18.0,90.0,32.65,90.0,0.0
Product_10,Client_181,2025-02-28,2,February,4,4,7.87,13.91,55.64,24.16,55.64,0.0
Product_10,Client_180,2025-04-07,4,April,1,5,5.09,7.76,38.8,13.35,38.8,0.0
Product_28,Client_117,2025-08-25,8,August,4,4,20.77,28.08,112.32,29.24,112.32,0.0
Product_03,Client_176,2025-10-15,10,October,3,6,10.35,15.75,94.5,32.4,94.5,0.0
Product_08,Client_068,2025-10-19,10,October,3,3,23.38,32.56,97.68,27.54,97.68,0.0
Product_26,Client_161,2025-10-19,10,October,3,2,17.39,26.94,53.88,19.1,53.88,0.0
Product_19,Client_170,2025-07-24,7,July,4,3,24.82,30.34,91.02,16.56,91.02,0.0
Product_26,Client_051,2025-04-24,4,April,4,4,17.27,22.1,88.4,19.32,66.3,22.1
Product_14,Client_030,2025-04-14,4,April,2,5,14.81,15.98,79.9,5.85,79.9,0.0
Product_18,Client_058,2025-11-27,11,November,4,5,22.91,37.44,187.2,72.65,187.2,0.0
Product_21,Client_039,2025-05-13,5,May,2,5,7.1,10.15,50.75,15.25,50.75,0.0
Product_30,Client_069,2025-07-21,7,July,3,4,4.93,7.12,28.48,8.76,28.48,0.0
Product_27,Client_037,2025-04-25,4,April,4,2,20.22,26.16,52.32,11.88,52.32,0.0
Product_03,Client_016,2025-07-27,7,July,4,5,10.16,15.5,77.5,26.7,77.5,0.0
Product_06,Client_079,2025-02-15,2,February,3,3,19.46,27.81,83.43,25.05,83.43,0.0
Product_20,Client_192,2025-11-16,11,November,3,3,6.34,9.53,28.59,9.57,28.59,0.0
Product_27,Client_146,2025-11-05,11,November,1,5,18.45,20.07,100.35,8.1,100.35,0.0
Product_30,Client_074,2025-05-27,5,May,4,6,6.94,9.5,57.0,15.36,57.0,0.0
Product_15,Client_032,2025-04-30,4,April,5,4,16.79,27.94,111.76,44.6,0.0,111.76
Product_15,Client_177,2025-02-27,2,February,4,4,16.16,21.1,84.4,19.76,63.3,21.1
Product_10,Client_180,2025-04-03,4,April,1,2,4.26,7.52,15.04,6.52,7.52,7.52
Product_13,Client_070,2025-02-28,2,February,4,6,13.66,25.22,151.32,69.36,75.66,75.66
Product_17,Client_139,2025-05-13,5,May,2,3,19.37,29.73,89.19,31.08,89.19,0.0
Product_16,Client_113,2025-03-20,3,March,3,9,19.75,26.34,237.06,59.31,237.06,0.0
Product_03,Client_154,2025-06-21,6,June,3,3,12.88,19.2,57.6,18.96,57.6,0.0
Product_02,Client_111,2025-09-15,9,September,3,6,11.79,15.64,93.84,23.1,93.84,0.0
Product_24,Client_083,2025-06-14,6,June,2,7,15.35,25.23,176.61,69.16,44.15,132.46
Product_20,Client_065,2025-10-04,10,October,1,4,6.48,7.71,30.84,4.92,30.84,0.0
Product_01,Client_024,2025-03-06,3,March,1,6,8.99,15.25,91.5,37.56,91.5,0.0
Product_08,Client_173,2025-01-27,1,January,4,2,22.32,27.15,54.3,9.66,54.3,0.0
Product_27,Client_148,2025-06-12,6,June,2,1,19.93,22.49,22.49,2.56,0.0,22.49
Product_19,Client_006,2025-04-16,4,April,3,3,25.58,38.07,114.21,37.47,57.1,57.11
Product_25,Client_173,2025-10-19,10,October,3,4,17.94,30.64,122.56,50.8,61.28,61.28
Product_27,Client_069,2025-07-03,7,July,1,3,21.79,26.97,80.91,15.54,80.91,0.0
Product_19,Client_011,2025-04-18,4,April,3,4,22.28,37.24,148.96,59.84,148.96,0.0
Product_25,Client_194,2025-10-19,10,October,3,3,16.57,19.54,58.62,8.91,58.62,0.0
Product_06,Client_121,2025-04-20,4,April,3,6,18.51,22.71,136.26,25.2,136.26,0.0
Product_17,Client_167,2025-12-31,12,December,5,3,18.73,20.2,60.6,4.41,60.6,0.0
Product_15,Client_072,2025-10-07,10,October,1,3,14.89,26.34,79.02,34.35,79.02,0.0
Product_06,Client_150,2025-07-14,7,July,2,6,19.5,31.27,187.62,70.62,187.62,0.0
Product_14,Client_163,2025-09-30,9,September,5,6,13.5,20.31,121.86,40.86,60.93,60.93
Product_27,Client_126,2025-11-14,11,November,2,4,20.32,35.1,140.4,59.12,140.4,0.0
Product_03,Client_121,2025-09-06,9,September,1,2,12.72,15.28,30.56,5.12,22.92,7.64
Product_12,Client_105,2025-05-22,5,May,4,3,10.94,15.69,47.07,14.25,35.3,11.77
Product_11,Client_083,2025-10-25,10,October,4,2,7.6,10.9,21.8,6.6,16.35,5.45
Product_22,Client_027,2025-07-12,7,July,2,2,8.07,10.16,20.32,4.18,15.24,5.08
Product_28,Client_042,2025-02-18,2,February,3,3,22.44,40.34,121.02,53.7,90.76,30.26
Product_11,Client_106,2025-07-31,7,July,5,6,9.19,15.03,90.18,35.04,90.18,0.0
Product_23,Client_127,2025-02-11,2,February,2,3,10.37,12.27,36.81,5.7,36.81,0.0
Product_10,Client_170,2025-02-11,2,February,2,4,7.84,14.47,57.88,26.52,57.88,0.0
Product_13,Client_195,2025-08-19,8,August,3,1,10.08,15.43,15.43,5.35,15.43,0.0
Product_18,Client_010,2025-10-29,10,October,5,5,23.25,34.59,172.95,56.7,172.95,0.0
Product_15,Client_023,2025-12-21,12,December,3,6,15.95,19.94,119.64,23.94,119.64,0.0
Product_11,Client_065,2025-07-01,7,July,1,6,8.87,13.7,82.2,28.98,82.2,0.0
Product_11,Client_030,2025-07-30,7,July,5,5,8.53,12.19,60.95,18.3,60.95,0.0
Product_25,Client_104,2025-02-25,2,February,4,4,14.66,21.21,84.84,26.2,63.63,21.21
Product_28,Client_132,2025-02-03,2,February,1,2,23.94,37.17,74.34,26.46,74.34,0.0
Product_27,Client_001,2025-03-18,3,March,3,4,20.87,34.92,139.68,56.2,139.68,0.0
Product_22,Client_139,2025-02-12,2,February,2,2,8.99,16.38,32.76,14.78,24.57,8.19
Product_15,Client_106,2025-07-26,7,July,4,3,15.64,18.71,56.13,9.21,28.06,28.07
Product_02,Client_049,2025-03-02,3,March,1,7,8.13,10.04,70.28,13.37,17.57,52.71
Product_17,Client_093,2025-06-23,6,June,4,2,21.38,25.22,50.44,7.68,50.44,0.0
Product_20,Client_194,2025-12-13,12,December,2,4,7.25,9.38,37.52,8.52,0.0,37.52
Product_16,Client_161,2025-05-09,5,May,2,4,19.86,25.23,100.92,21.48,0.0,100.92
Product_15,Client_195,2025-12-31,12,December,5,4,14.2,21.48,85.92,29.12,0.0,85.92
Product_02,Client_053,2025-05-29,5,May,5,4,11.06,13.5,54.0,9.76,27.0,27.0
Product_09,Client_141,2025-01-19,1,January,3,4,24.57,40.52,162.08,63.8,162.08,0.0
Product_05,Client_074,2025-09-15,9,September,3,4,16.94,29.34,117.36,49.6,117.36,0.0
Product_15,Client_179,2025-02-20,2,February,3,4,14.36,19.16,76.64,19.2,76.64,0.0
Product_16,Client_032,2025-02-23,2,February,4,3,19.16,24.25,72.75,15.27,72.75,0.0
Product_01,Client_162,2025-09-10,9,September,2,5,7.71,9.93,49.65,11.1,37.24,12.41
Product_20,Client_062,2025-01-01,1,January,1,8,5.89,9.54,76.32,29.2,38.16,38.16
Product_23,Client_041,2025-02-09,2,February,2,4,13.18,18.82,75.28,22.56,75.28,0.0
Product_10,Client_142,2025-10-24,10,October,4,3,5.84,7.05,21.15,3.63,21.15,0.0
Product_01,Client_142,2025-10-16,10,October,3,5,7.03,9.08,45.4,10.25,34.05,11.35
Product_14,Client_024,2025-02-09,2,February,2,2,13.68,22.5,45.0,17.64,45.0,0.0
Product_08,Client_030,2025-06-13,6,June,2,2,23.41,29.31,58.62,11.8,58.62,0.0
Product_15,Client_031,2025-10-31,10,October,5,3,14.71,20.55,61.65,17.52,61.65,0.0
Product_21,Client_040,2025-06-27,6,June,4,5,8.64,15.51,77.55,34.35,77.55,0.0
Product_16,Client_184,2025-03-30,3,March,5,2,20.0,34.11,68.22,28.22,68.22,0.0
Product_10,Client_131,2025-07-19,7,July,3,2,5.5,9.47,18.94,7.94,18.94,0.0
Product_23,Client_070,2025-02-20,2,February,3,2,13.73,22.08,44.16,16.7,44.16,0.0
Product_14,Client_124,2025-08-02,8,August,1,4,14.05,20.64,82.56,26.36,0.0,82.56
Product_16,Client_063,2025-12-12,12,December,2,4,16.81,28.54,114.16,46.92,114.16,0.0
Product_15,Client_142,2025-05-28,5,May,4,2,16.92,28.67,57.34,23.5,57.34,0.0
Product_05,Client_099,2025-09-19,9,September,3,5,15.48,19.38,96.9,19.5,96.9,0.0
Product_07,Client_154,2025-12-04,12,December,1,5,18.44,24.73,123.65,31.45,123.65,0.0
Product_17,Client_192,2025-06-19,6,June,3,2,18.37,20.58,41.16,4.42,0.0,41.16
Product_29,Client_035,2025-11-22,11,November,4,2,25.37,30.27,60.54,9.8,45.4,15.14
Product_28,Client_018,2025-07-21,7,July,3,5,21.35,28.46,142.3,35.55,142.3,0.0
Product_09,Client_198,2025-05-08,5,May,2,3,23.07,33.86,101.58,32.37,101.58,0.0
Product_26,Client_107,2025-05-02,5,May,1,4,16.19,20.55,82.2,17.44,82.2,0.0
Product_11,Client_130,2025-12-16,12,December,3,3,8.0,12.15,36.45,12.45,36.45,0.0
Product_09,Client_001,2025-12-11,12,December,2,4,22.88,37.04,148.16,56.64,148.16,0.0
Product_10,Client_186,2025-09-16,9,September,3,2,4.37,7.7,15.4,6.66,15.4,0.0
Product_10,Client_151,2025-11-08,11,November,2,2,4.15,8.06,16.12,7.82,0.0,16.12
Product_19,Client_169,2025-10-19,10,October,3,7,23.21,35.68,249.76,87.29,62.44,187.32
Product_16,Client_039,2025-02-01,2,February,1,9,16.25,22.13,199.17,52.92,199.17,0.0
Product_15,Client_138,2025-01-30,1,January,5,2,15.21,25.89,51.78,21.36,38.84,12.94
Product_16,Client_089,2025-06-20,6,June,3,5,16.07,24.89,124.45,44.1,124.45,0.0
Product_11,Client_142,2025-06-08,6,June,2,4,9.24,12.76,51.04,14.08,51.04,0.0
Product_25,Client_140,2025-09-01,9,September,1,5,16.47,24.18,120.9,38.55,120.9,0.0
Product_13,Client_117,2025-08-10,8,August,2,5,13.92,18.68,93.4,23.8,93.4,0.0
Product_30,Client_083,2025-07-24,7,July,4,2,5.84,7.38,14.76,3.08,14.76,0.0
Product_28,Client_049,2025-06-11,6,June,2,6,24.0,27.88,167.28,23.28,167.28,0.0
Product_23,Client_062,2025-07-10,7,July,2,6,13.39,23.74,142.44,62.1,142.44,0.0
Product_19,Client_099,2025-02-28,2,February,4,4,25.66,38.67,154.68,52.04,154.68,0.0
Product_08,Client_199,2025-11-25,11,November,4,1,22.97,39.81,39.81,16.84,9.95,29.86
Product_14,Client_012,2025-05-13,5,May,2,2,12.99,18.87,37.74,11.76,37.74,0.0
Product_11,Client_191,2025-07-05,7,July,1,6,7.77,12.63,75.78,29.16,75.78,0.0
Product_16,Client_181,2025-12-10,12,December,2,7,16.09,21.99,153.93,41.3,115.45,38.48
Product_30,Client_098,2025-12-28,12,December,4,4,5.54,10.64,42.56,20.4,42.56,0.0
Product_13,Client_170,2025-10-12,10,October,2,2,11.05,15.03,30.06,7.96,0.0,30.06
Product_26,Client_167,2025-08-25,8,August,4,6,19.1,28.71,172.26,57.66,172.26,0.0
Product_05,Client_127,2025-11-29,11,November,5,3,16.89,18.84,56.52,5.85,56.52,0.0
Product_02,Client_033,2025-11-22,11,November,4,2,10.21,18.65,37.3,16.88,37.3,0.0
Product_17,Client_152,2025-07-14,7,July,2,2,20.88,26.4,52.8,11.04,0.0,52.8
Product_11,Client_026,2025-12-30,12,December,5,4,8.15,10.36,41.44,8.84,31.08,10.36
Product_28,Client_113,2025-07-10,7,July,2,7,23.0,37.46,262.22,101.22,262.22,0.0
Product_04,Client_135,2025-03-15,3,March,3,4,13.7,22.44,89.76,34.96,89.76,0.0
Product_30,Client_117,2025-07-01,7,July,1,5,6.1,11.53,57.65,27.15,0.0,57.65
Product_01,Client_185,2025-08-11,8,August,2,1,8.63,11.54,11.54,2.91,11.54,0.0
Product_05,Client_105,2025-03-10,3,March,2,4,14.36,25.04,100.16,42.72,75.12,25.04
Product_28,Client_168,2025-07-15,7,July,3,9,20.32,28.03,252.27,69.39,252.27,0.0
Product_05,Client_020,2025-11-24,11,November,4,5,14.25,23.35,116.75,45.5,0.0,116.75
Product_16,Client_068,2025-09-05,9,September,1,6,18.97,30.73,184.38,70.56,184.38,0.0
Product_11,Client_160,2025-01-20,1,January,3,2,7.14,9.97,19.94,5.66,19.94,0.0
Product_23,Client_102,2025-10-21,10,October,3,5,13.27,15.91,79.55,13.2,79.55,0.0
Product_21,Client_021,2025-10-23,10,October,4,3,8.55,16.38,49.14,23.49,49.14,0.0
Product_28,Client_085,2025-12-08,12,December,2,5,22.68,31.23,156.15,42.75,156.15,0.0
Product_28,Client_173,2025-10-13,10,October,2,4,23.42,37.79,151.16,57.48,151.16,0.0
Product_28,Client_137,2025-12-12,12,December,2,7,20.47,24.05,168.35,25.06,42.09,126.26
Product_13,Client_082,2025-11-23,11,November,4,4,10.41,16.52,66.08,24.44,66.08,0.0
Product_21,Client_184,2025-10-08,10,October,2,3,7.94,12.69,38.07,14.25,38.07,0.0
Product_29,Client_195,2025-12-06,12,December,1,5,24.66,36.38,181.9,58.6,181.9,0.0
Product_16,Client_139,2025-07-29,7,July,5,2,19.03,31.8,63.6,25.54,15.9,47.7
Product_02,Client_159,2025-11-15,11,November,3,3,11.57,15.78,47.34,12.63,47.34,0.0
Product_03,Client_061,2025-09-24,9,September,4,4,10.26,17.01,68.04,27.0,68.04,0.0
Product_21,Client_176,2025-03-02,3,March,1,4,9.73,14.18,56.72,17.8,56.72,0.0
Product_30,Client_074,2025-08-14,8,August,2,2,7.32,11.54,23.08,8.44,23.08,0.0
Product_08,Client_192,2025-06-26,6,June,4,1,21.04,36.92,36.92,15.88,36.92,0.0
Product_03,Client_112,2025-05-17,5,May,3,1,11.49,15.68,15.68,4.19,15.68,0.0
Product_04,Client_195,2025-11-10,11,November,2,5,14.65,20.41,102.05,28.8,102.05,0.0
Product_21,Client_181,2025-08-07,8,August,1,1,6.91,10.56,10.56,3.65,7.92,2.64
Product_28,Client_026,2025-04-21,4,April,3,3,21.99,30.26,90.78,24.81,90.78,0.0
Product_15,Client_043,2025-07-09,7,July,2,3,15.87,24.98,74.94,27.33,18.74,56.2
Product_23,Client_077,2025-06-05,6,June,1,1,12.3,19.71,19.71,7.41,19.71,0.0
Product_29,Client_008,2025-02-15,2,February,3,4,22.64,34.72,138.88,48.32,138.88,0.0
Product_02,Client_084,2025-11-24,11,November,4,3,10.28,17.89,53.67,22.83,0.0,53.67
Product_26,Client_015,2025-05-09,5,May,2,3,17.15,25.29,75.87,24.42,75.87,0.0
Product_10,Client_092,2025-07-12,7,July,2,6,4.64,5.51,33.06,5.22,24.8,8.26
Product_12,Client_111,2025-10-14,10,October,2,4,10.05,16.23,64.92,24.72,64.92,0.0
Product_05,Client_063,2025-03-08,3,March,2,2,15.25,22.52,45.04,14.54,45.04,0.0
Product_17,Client_106,2025-05-01,5,May,1,5,21.45,31.92,159.6,52.35,159.6,0.0
Product_19,Client_175,2025-04-01,4,April,1,3,23.02,41.28,123.84,54.78,123.84,0.0
Product_26,Client_047,2025-02-13,2,February,2,6,19.83,33.71,202.26,83.28,202.26,0.0
Product_06,Client_045,2025-06-30,6,June,5,2,19.23,27.14,54.28,15.82,54.28,0.0
Product_03,Client_157,2025-10-25,10,October,4,7,10.24,14.48,101.36,29.68,0.0,101.36
Product_28,Client_098,2025-08-16,8,August,3,5,21.56,25.19,125.95,18.15,125.95,0.0
Product_20,Client_175,2025-04-21,4,April,3,6,5.24,7.8,46.8,15.36,23.4,23.4
Product_08,Client_128,2025-07-17,7,July,3,3,22.03,36.77,110.31,44.22,110.31,0.0
Product_30,Client_150,2025-07-26,7,July,4,4,4.8,7.74,30.96,11.76,30.96,0.0
Product_05,Client_060,2025-09-28,9,September,4,4,15.31,19.8,79.2,17.96,79.2,0.0
Product_15,Client_164,2025-06-08,6,June,2,2,14.04,16.1,32.2,4.12,16.1,16.1
Product_09,Client_118,2025-11-14,11,November,2,3,24.04,34.85,104.55,32.43,26.14,78.41
Product_09,Client_171,2025-02-17,2,February,3,3,23.28,31.77,95.31,25.47,95.31,0.0
Product_01,Client_120,2025-12-08,12,December,2,3,6.92,12.63,37.89,17.13,37.89,0.0
Product_29,Client_074,2025-05-12,5,May,2,3,23.17,27.59,82.77,13.26,20.69,62.08
Product_22,Client_140,2025-08-06,8,August,1,3,8.84,13.76,41.28,14.76,41.28,0.0
Product_06,Client_019,2025-09-04,9,September,1,5,17.71,21.7,108.5,19.95,108.5,0.0
Product_15,Client_089,2025-10-28,10,October,4,7,16.27,26.17,183.19,69.3,183.19,0.0
Product_19,Client_077,2025-11-15,11,November,3,1,25.01,35.54,35.54,10.53,35.54,0.0
Product_21,Client_109,2025-12-20,12,December,3,6,7.6,14.2,85.2,39.6,85.2,0.0
Product_23,Client_065,2025-07-14,7,July,2,4,10.3,16.06,64.24,23.04,32.12,32.12
Product_15,Client_078,2025-12-11,12,December,2,3,14.53,23.1,69.3,25.71,51.97,17.33
Product_07,Client_099,2025-09-14,9,September,2,4,21.22,29.36,117.44,32.56,58.72,58.72
Product_28,Client_124,2025-01-22,1,January,4,4,21.82,35.6,142.4,55.12,142.4,0.0
Product_04,Client_061,2025-09-27,9,September,4,4,13.38,22.14,88.56,35.04,88.56,0.0
Product_13,Client_147,2025-05-03,5,May,1,1,10.67,16.98,16.98,6.31,16.98,0.0
Product_12,Client_148,2025-09-13,9,September,2,2,10.99,17.21,34.42,12.44,0.0,34.42
Product_10,Client_180,2025-09-13,9,September,2,3,7.94,10.43,31.29,7.47,31.29,0.0
Product_10,Client_006,2025-10-04,10,October,1,5,5.79,9.24,46.2,17.25,34.65,11.55
Product_27,Client_169,2025-09-11,9,September,2,4,20.92,22.2,88.8,5.12,88.8,0.0
Product_13,Client_071,2025-08-05,8,August,1,5,13.21,17.62,88.1,22.05,22.02,66.08
Product_01,Client_145,2025-10-15,10,October,3,4,6.14,8.55,34.2,9.64,34.2,0.0
Product_28,Client_176,2025-01-08,1,January,2,3,22.01,26.77,80.31,14.28,80.31,0.0
Product_25,Client_191,2025-01-26,1,January,4,5,16.59,18.46,92.3,9.35,92.3,0.0
Product_02,Client_156,2025-10-09,10,October,2,5,9.24,13.1,65.5,19.3,65.5,0.0
Product_24,Client_128,2025-07-17,7,July,3,6,13.94,22.14,132.84,49.2,0.0,132.84
Product_27,Client_074,2025-12-30,12,December,5,2,20.75,25.33,50.66,9.16,50.66,0.0
Product_25,Client_059,2025-09-07,9,September,1,4,16.14,27.91,111.64,47.08,111.64,0.0
Product_20,Client_091,2025-06-17,6,June,3,5,6.11,9.43,47.15,16.6,11.79,35.36
Product_08,Client_163,2025-09-07,9,September,1,6,22.5,35.47,212.82,77.82,212.82,0.0
Product_07,Client_159,2025-05-01,5,May,1,3,19.12,32.51,97.53,40.17,97.53,0.0
Product_09,Client_174,2025-06-20,6,June,3,3,25.46,36.65,109.95,33.57,109.95,0.0
Product_25,Client_185,2025-05-24,5,May,4,3,17.62,29.5,88.5,35.64,44.25,44.25
Product_25,Client_169,2025-10-19,10,October,3,4,15.59,21.63,86.52,24.16,86.52,0.0
Product_22,Client_036,2025-11-29,11,November,5,4,8.58,11.98,47.92,13.6,47.92,0.0
Product_21,Client_025,2025-02-22,2,February,4,5,7.86,10.78,53.9,14.6,53.9,0.0
Product_29,Client_161,2025-07-10,7,July,2,3,23.96,34.06,102.18,30.3,102.18,0.0
Product_21,Client_011,2025-07-24,7,July,4,4,9.13,10.01,40.04,3.52,40.04,0.0
Product_10,Client_113,2025-07-27,7,July,4,6,7.43,11.49,68.94,24.36,68.94,0.0
Product_02,Client_149,2025-11-16,11,November,3,3,11.55,15.1,45.3,10.65,45.3,0.0
Product_12,Client_188,2025-10-25,10,October,4,4,10.13,12.39,49.56,9.04,49.56,0.0
Product_05,Client_024,2025-10-01,10,October,1,6,16.21,17.22,103.32,6.06,77.49,25.83
Product_30,Client_076,2025-09-11,9,September,2,4,6.98,7.34,29.36,1.44,29.36,0.0
Product_11,Client_192,2025-10-05,10,October,1,2,6.59,6.71,13.42,0.24,13.42,0.0
Product_14,Client_045,2025-05-28,5,May,4,4,12.42,21.8,87.2,37.52,43.6,43.6
Product_07,Client_034,2025-09-17,9,September,3,7,20.57,31.96,223.72,79.73,223.72,0.0
Product_26,Client_139,2025-11-29,11,November,5,6,16.29,21.17,127.02,29.28,127.02,0.0
Product_29,Client_094,2025-01-18,1,January,3,4,22.02,35.61,142.44,54.36,142.44,0.0
Product_17,Client_129,2025-02-01,2,February,1,4,19.61,24.77,99.08,20.64,74.31,24.77
Product_30,Client_070,2025-10-31,10,October,5,3,7.45,13.62,40.86,18.51,40.86,0.0
Product_27,Client_043,2025-10-16,10,October,3,1,19.07,29.95,29.95,10.88,0.0,29.95
Product_09,Client_124,2025-04-22,4,April,4,4,23.82,34.33,137.32,42.04,0.0,137.32
Product_26,Client_076,2025-05-14,5,May,2,1,17.99,26.07,26.07,8.08,19.55,6.52
Product_24,Client_087,2025-10-17,10,October,3,6,15.4,21.96,131.76,39.36,131.76,0.0
Product_26,Client_030,2025-11-29,11,November,5,3,17.19,23.59,70.77,19.2,70.77,0.0
Product_15,Client_020,2025-08-03,8,August,1,4,16.01,27.33,109.32,45.28,109.32,0.0
Product_05,Client_194,2025-02-11,2,February,2,3,15.39,24.15,72.45,26.28,72.45,0.0
Product_08,Client_174,2025-12-21,12,December,3,2,23.58,36.89,73.78,26.62,73.78,0.0
Product_24,Client_173,2025-12-23,12,December,4,5,13.33,14.39,71.95,5.3,71.95,0.0
Product_13,Client_143,2025-12-01,12,December,1,5,10.34,16.29,81.45,29.75,81.45,0.0
Product_12,Client_024,2025-10-28,10,October,4,4,9.24,15.13,60.52,23.56,60.52,0.0
Product_26,Client_102,2025-03-21,3,March,3,6,16.14,29.04,174.24,77.4,174.24,0.0
Product_01,Client_068,2025-02-27,2,February,4,7,9.57,14.19,99.33,32.34,99.33,0.0
Product_18,Client_032,2025-07-28,7,July,4,7,23.61,35.9,251.3,86.03,125.65,125.65
Product_15,Client_095,2025-03-06,3,March,1,4,14.08,21.83,87.32,31.0,43.66,43.66
Product_22,Client_192,2025-08-10,8,August,2,2,8.38,10.09,20.18,3.42,20.18,0.0
Product_22,Client_068,2025-01-02,1,January,1,5,9.59,13.13,65.65,17.7,32.83,32.82
Product_19,Client_098,2025-08-21,8,August,3,3,24.68,37.13,111.39,37.35,111.39,0.0
Product_27,Client_164,2025-05-06,5,May,1,5,21.72,37.93,189.65,81.05,189.65,0.0
Product_12,Client_028,2025-10-23,10,October,4,6,10.88,18.21,109.26,43.98,27.32,81.94
Product_22,Client_060,2025-03-02,3,March,1,5,8.48,10.83,54.15,11.75,27.08,27.07
Product_16,Client_007,2025-05-07,5,May,1,4,19.5,32.1,128.4,50.4,96.3,32.1
Product_20,Client_144,2025-06-17,6,June,3,6,6.65,10.06,60.36,20.46,60.36,0.0
Product_11,Client_157,2025-01-27,1,January,4,6,8.88,13.94,83.64,30.36,20.91,62.73
Product_08,Client_166,2025-09-06,9,September,1,4,22.83,29.4,117.6,26.28,117.6,0.0
Product_03,Client_163,2025-12-29,12,December,5,6,12.82,18.43,110.58,33.66,110.58,0.0
Product_27,Client_119,2025-11-01,11,November,1,2,21.36,35.33,70.66,27.94,70.66,0.0
Product_30,Client_180,2025-03-22,3,March,4,2,7.99,10.91,21.82,5.84,21.82,0.0
Product_10,Client_167,2025-05-31,5,May,5,4,6.5,8.39,33.56,7.56,33.56,0.0
Product_14,Client_030,2025-09-06,9,September,1,2,14.55,17.18,34.36,5.26,0.0,34.36
Product_05,Client_012,2025-08-24,8,August,4,4,16.6,28.89,115.56,49.16,28.89,86.67
Product_02,Client_078,2025-07-27,7,July,4,6,9.31,13.74,82.44,26.58,82.44,0.0
Product_16,Client_030,2025-09-13,9,September,2,3,16.66,26.63,79.89,29.91,79.89,0.0
Product_04,Client_061,2025-09-20,9,September,3,2,12.59,15.04,30.08,4.9,22.56,7.52
Product_29,Client_138,2025-01-12,1,January,2,5,24.49,40.5,202.5,80.05,202.5,0.0
Product_05,Client_100,2025-09-19,9,September,3,8,16.07,24.84,198.72,70.16,0.0,198.72
Product_15,Client_095,2025-01-23,1,January,4,5,16.0,19.91,99.55,19.55,99.55,0.0
Product_22,Client_191,2025-08-01,8,August,1,5,8.51,13.07,65.35,22.8,16.34,49.01
Product_23,Client_139,2025-01-20,1,January,3,3,12.24,20.32,60.96,24.24,60.96,0.0
Product_14,Client_151,2025-06-04,6,June,1,2,12.37,16.39,32.78,8.04,32.78,0.0
Product_24,Client_187,2025-10-16,10,October,3,2,14.78,17.87,35.74,6.18,35.74,0.0
Product_05,Client_107,2025-12-19,12,December,3,2,16.27,28.02,56.04,23.5,56.04,0.0
Product_21,Client_026,2025-01-23,1,January,4,5,7.37,13.2,66.0,29.15,66.0,0.0
Product_27,Client_126,2025-03-28,3,March,4,4,21.22,38.29,153.16,68.28,153.16,0.0
Product_20,Client_105,2025-04-12,4,April,2,1,7.69,9.21,9.21,1.52,4.61,4.6
Product_09,Client_009,2025-12-06,12,December,1,3,25.53,43.78,131.34,54.75,131.34,0.0
